#,Clube,Nome,Gols,Grandes chances perdidas,Dribles certos,Finalizações,Conversão de gols %,Notas Sofascore,Nota Sofascore,Categoria,Desarmes,Interceptações,Cortes,Erros que levaram ao gol,Grandes chances criadas,Assistências,Passes certos,Passes certos %,Passes decisivos,Defesas,Jogos sem ser vazado,Pênalti defendido,Defesas de dentro da área,Saídas do gol
621,Galatasaray,Mario Lemina,0.0,1.0,5.0,7.0,0.0,6.33,6.33,Ataque,,,,,,,,,,,,,,
622,Lokomotiv Moscow,Rifat Zhemaletdinov,0.0,0.0,6.0,5.0,0.0,6.32,6.32,Ataque,,,,,,,,,,,,,,
623,Red Bull Salzburg,Antoine Bernede,0.0,0.0,0.0,0.0,0.0,6.3,6.3,Ataque,,,,,,,,,,,,,,
624,Lille,Adama Soumaoro,0.0,0.0,0.0,0.0,0.0,6.3,6.3,Ataque,,,,,,,,,,,,,,
625,Real Madrid,James Rodríguez,0.0,0.0,1.0,1.0,0.0,6.3,6.3,Ataque,,,,,,,,,,,,,,
626,Borussia Dortmund,Emre Can,0.0,0.0,6.0,1.0,0.0,6.3,6.3,Ataque,,,,,,,,,,,,,,
627,Manchester City,Claudio Bravo,0.0,0.0,0.0,0.0,0.0,6.3,6.3,Ataque,,,,,,,,,,,,,,
628,FK Crvena zvezda,Mirko Ivanić,0.0,0.0,1.0,2.0,0.0,6.3,6.3,Ataque,,,,,,,,,,,,,,
629,Borussia Dortmund,Jacob Bruun Larsen,0.0,0.0,0.0,0.0,0.0,6.3,6.3,Ataque,,,,,,,,,,,,,,
630,RB Leipzig,Marcelo Saracchi,0.0,0.0,2.0,0.0,0.0,6.3,6.3,Ataque,,,,,,,,,,,,,,
631,Chelsea,Ross Barkley,0.0,1.0,4.0,3.0,0.0,6.3,6.3,Ataque,,,,,,,,,,,,,,
632,Tottenham Hotspur,Jan Vertonghen,0.0,0.0,0.0,0.0,0.0,6.3,6.3,Ataque,,,,,,,,,,,,,,
633,Inter,Danilo D'Ambrosio,0.0,3.0,3.0,6.0,0.0,6.3,6.3,Ataque,,,,,,,,,,,,,,
634,Lille,Xeka,0.0,0.0,0.0,1.0,0.0,6.3,6.3,Ataque,,,,,,,,,,,,,,
635,SK Slavia Praha,Ibrahim Traoré,0.0,0.0,0.0,1.0,0.0,6.3,6.3,Ataque,,,,,,,,,,,,,,
636,Lille,Zeki Çelik,0.0,1.0,4.0,2.0,0.0,6.28,6.28,Ataque,,,,,,,,,,,,,,
637,Lille,Domagoj Bradarić,0.0,0.0,5.0,0.0,0.0,6.27,6.27,Ataque,,,,,,,,,,,,,,
638,FK Crvena zvezda,Tomané,0.0,1.0,0.0,3.0,0.0,6.27,6.27,Ataque,,,,,,,,,,,,,,
639,FK Crvena zvezda,Rajiv Van La Parra,0.0,0.0,3.0,5.0,0.0,6.26,6.26,Ataque,,,,,,,,,,,,,,
640,Napoli,David Ospina,0.0,0.0,0.0,0.0,0.0,6.25,6.25,Ataque,,,,,,,,,,,,,,
641,SK Slavia Praha,Lukáš Provod,0.0,0.0,0.0,0.0,0.0,6.25,6.25,Ataque,,,,,,,,,,,,,,
642,Shakhtar Donetsk,Dentinho,0.0,0.0,0.0,0.0,0.0,6.25,6.25,Ataque,,,,,,,,,,,,,,
643,Galatasaray,Yuto Nagatomo,0.0,0.0,4.0,2.0,0.0,6.25,6.25,Ataque,,,,,,,,,,,,,,
644,FK Crvena zvezda,Mateo García,0.0,0.0,14.0,3.0,0.0,6.25,6.25,Ataque,,,,,,,,,,,,,,
645,FK Crvena zvezda,José Alberto Cañas,0.0,0.0,2.0,1.0,0.0,6.24,6.24,Ataque,,,,,,,,,,,,,,
646,GNK Dinamo Zagreb,Petar Stojanović,0.0,0.0,5.0,1.0,0.0,6.23,6.23,Ataque,,,,,,,,,,,,,,
647,KRC Genk,Casper De Norre,0.0,0.0,5.0,1.0,0.0,6.23,6.23,Ataque,,,,,,,,,,,,,,
648,FK Crvena zvezda,Milan Rodić,0.0,0.0,1.0,2.0,0.0,6.22,6.22,Ataque,,,,,,,,,,,,,,
649,Real Madrid,Brahim Díaz,0.0,0.0,1.0,0.0,0.0,6.2,6.2,Ataque,,,,,,,,,,,,,,
650,RB Leipzig,Ademola Lookman,0.0,0.0,0.0,0.0,0.0,6.2,6.2,Ataque,,,,,,,,,,,,,,
651,Liverpool,Joël Matip,0.0,0.0,0.0,0.0,0.0,6.2,6.2,Ataque,,,,,,,,,,,,,,
652,Valencia,Alessandro Florenzi,0.0,0.0,0.0,0.0,0.0,6.2,6.2,Ataque,,,,,,,,,,,,,,
653,Tottenham Hotspur,Japhet Tanganga,0.0,0.0,0.0,0.0,0.0,6.2,6.2,Ataque,,,,,,,,,,,,,,
654,Benfica,André Almeida,0.0,0.0,0.0,0.0,0.0,6.2,6.2,Ataque,,,,,,,,,,,,,,
655,GNK Dinamo Zagreb,Iyayi Believe Atiemwen,0.0,0.0,0.0,0.0,0.0,6.2,6.2,Ataque,,,,,,,,,,,,,,
656,Benfica,David Tavares,0.0,0.0,0.0,0.0,0.0,6.2,6.2,Ataque,,,,,,,,,,,,,,
657,Lille,Jérémy Pied,0.0,0.0,1.0,1.0,0.0,6.2,6.2,Ataque,,,,,,,,,,,,,,
658,Galatasaray,Şener Özbayraklı,0.0,0.0,0.0,0.0,0.0,6.2,6.2,Ataque,,,,,,,,,,,,,,
659,Borussia Dortmund,Nico Schulz,0.0,3.0,0.0,4.0,0.0,6.2,6.2,Ataque,,,,,,,,,,,,,,
660,Tottenham Hotspur,Hugo Lloris,0.0,0.0,0.0,0.0,0.0,6.18,6.18,Ataque,,,,,,,,,,,,,,
661,Atalanta,Mattia Caldara,0.0,0.0,1.0,1.0,0.0,6.17,6.17,Ataque,,,,,,,,,,,,,,
662,Lille,Thiago Maia,0.0,0.0,0.0,1.0,0.0,6.1,6.1,Ataque,,,,,,,,,,,,,,
663,GNK Dinamo Zagreb,François Moubandje,0.0,0.0,0.0,0.0,0.0,6.1,6.1,Ataque,,,,,,,,,,,,,,
664,Atalanta,Jacopo Da Riva,0.0,0.0,0.0,0.0,0.0,6.1,6.1,Ataque,,,,,,,,,,,,,,
665,RB Leipzig,Matheus Cunha,0.0,4.0,1.0,7.0,0.0,6.05,6.05,Ataque,,,,,,,,,,,,,,
666,Liverpool,Adrián,0.0,0.0,0.0,0.0,0.0,6.03,6.03,Ataque,,,,,,,,,,,,,,
667,SK Slavia Praha,Jaroslav Zelený,0.0,1.0,2.0,2.0,0.0,6.03,6.03,Ataque,,,,,,,,,,,,,,
668,Atlético Madrid,Yannick Carrasco,0.0,0.0,3.0,4.0,0.0,6.0,6.0,Ataque,,,,,,,,,,,,,,
669,Benfica,Jota,0.0,0.0,1.0,0.0,0.0,6.0,6.0,Ataque,,,,,,,,,,,,,,
670,Valencia,Eliaquim Mangala,0.0,0.0,0.0,0.0,0.0,5.9,5.9,Ataque,,,,,,,,,,,,,,
671,Tottenham Hotspur,Kyle Walker-Peters,0.0,0.0,1.0,0.0,0.0,5.8,5.8,Ataque,,,,,,,,,,,,,,
672,Chelsea,Willy Caballero,0.0,0.0,0.0,0.0,0.0,5.75,5.75,Ataque,,,,,,,,,,,,,,
673,FK Crvena zvezda,Jander,0.0,0.0,2.0,2.0,0.0,5.63,5.63,Ataque,,,,,,,,,,,,,,
674,KRC Genk,Maarten Vandevoordt,0.0,0.0,0.0,0.0,0.0,4.3,4.3,Ataque,,,,,,,,,,,,,,
675,FC Bayern München,Joshua Zirkzee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ataque,,,,,,,,,,,,,,
676,Red Bull Salzburg,Sekou Koita,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ataque,,,,,,,,,,,,,,
677,Atalanta,Musa Barrow,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Ataque,,,,,,,,,,,,,,
678,Shakhtar Donetsk,Danylo Sikan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ataque,,,,,,,,,,,,,,
679,AFC Ajax,Jürgen Ekkelenkamp,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Ataque,,,,,,,,,,,,,,
680,Galatasaray,Erencan Yardımcı,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ataque,,,,,,,,,,,,,,
681,Borussia Dortmund,Marcel Schmelzer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ataque,,,,,,,,,,,,,,
682,GNK Dinamo Zagreb,Mario Šitum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ataque,,,,,,,,,,,,,,
683,Red Bull Salzburg,Albert Vallci,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ataque,,,,,,,,,,,,,,
684,Tottenham Hotspur,Malachi Fagan-Walcott,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ataque,,,,,,,,,,,,,,
685,Juventus,Simone Muratore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ataque,,,,,,,,,,,,,,
1,RB Leipzig,Konrad Laimer,,,,,,6.87,6.87,Defesa,38.0,4.0,4.0,0.0,,,,,,,,,,
2,FC Bayern München,Thiago Alcântara,,,,,,7.6,7.6,Defesa,34.0,23.0,4.0,0.0,,,,,,,,,,
3,Atlético Madrid,Thomas Partey,,,,,,7.61,7.61,Defesa,29.0,12.0,8.0,0.0,,,,,,,,,,
4,AFC Ajax,Nicolás Tagliafico,,,,,,7.5,7.5,Defesa,27.0,18.0,16.0,0.0,,,,,,,,,,
5,RB Leipzig,Nordi Mukiele,,,,,,6.96,6.96,Defesa,26.0,12.0,26.0,2.0,,,,,,,,,,
6,RB Leipzig,Dayot Upamecano,,,,,,7.28,7.28,Defesa,25.0,12.0,27.0,0.0,,,,,,,,,,
7,Atalanta,José Luis Palomino,,,,,,6.97,6.97,Defesa,25.0,17.0,15.0,1.0,,,,,,,,,,
8,Atalanta,Marten de Roon,,,,,,6.77,6.77,Defesa,24.0,17.0,19.0,0.0,,,,,,,,,,
9,Real Madrid,Casemiro,,,,,,7.14,7.14,Defesa,23.0,8.0,7.0,0.0,,,,,,,,,,
10,Paris Saint-Germain,Presnel Kimpembe,,,,,,7.12,7.12,Defesa,23.0,15.0,31.0,0.0,,,,,,,,,,
11,Atlético Madrid,Renan Lodi,,,,,,7.11,7.11,Defesa,23.0,16.0,18.0,0.0,,,,,,,,,,
12,Atalanta,Robin Gosens,,,,,,6.95,6.95,Defesa,23.0,11.0,10.0,0.0,,,,,,,,,,
13,Napoli,Allan,,,,,,6.75,6.75,Defesa,23.0,4.0,10.0,0.0,,,,,,,,,,
14,Paris Saint-Germain,Marco Verratti,,,,,,7.18,7.18,Defesa,22.0,4.0,4.0,0.0,,,,,,,,,,
15,Paris Saint-Germain,Marquinhos,,,,,,7.16,7.16,Defesa,22.0,17.0,28.0,0.0,,,,,,,,,,
16,Shakhtar Donetsk,Taras Stepanenko,,,,,,6.78,6.78,Defesa,22.0,7.0,11.0,1.0,,,,,,,,,,
17,FC Bayern München,Serge Gnabry,,,,,,7.74,7.74,Defesa,21.0,5.0,2.0,0.0,,,,,,,,,,
18,Manchester City,Rodri,,,,,,7.09,7.09,Defesa,21.0,9.0,5.0,0.0,,,,,,,,,,
19,Chelsea,Jorginho,,,,,,6.91,6.91,Defesa,21.0,13.0,4.0,0.0,,,,,,,,,,
20,Olympique Lyonnais,Lucas Tousart,,,,,,6.86,6.86,Defesa,21.0,8.0,9.0,0.0,,,,,,,,,,
21,Borussia Dortmund,Achraf Hakimi,,,,,,7.55,7.55,Defesa,20.0,7.0,9.0,0.0,,,,,,,,,,
22,Paris Saint-Germain,Idrissa Gueye,,,,,,6.97,6.97,Defesa,20.0,12.0,6.0,0.0,,,,,,,,,,
23,Barcelona,Nélson Semedo,,,,,,6.97,6.97,Defesa,20.0,9.0,11.0,0.0,,,,,,,,,,
24,Zenit St. Petersburg,Wílmar Barrios,,,,,,6.88,6.88,Defesa,20.0,23.0,2.0,0.0,,,,,,,,,,
25,Red Bull Salzburg,Enock Mwepu,,,,,,6.86,6.86,Defesa,20.0,4.0,2.0,0.0,,,,,,,,,,
26,KRC Genk,Joakim Mæhle,,,,,,6.57,6.57,Defesa,20.0,8.0,10.0,0.0,,,,,,,,,,
27,Red Bull Salzburg,Rasmus Kristensen,,,,,,6.43,6.43,Defesa,20.0,5.0,19.0,0.0,,,,,,,,,,
28,Red Bull Salzburg,Andreas Ulmer,,,,,,6.92,6.92,Defesa,19.0,6.0,6.0,0.0,,,,,,,,,,
29,Atalanta,Rafael Tolói,,,,,,6.44,6.44,Defesa,19.0,9.0,12.0,0.0,,,,,,,,,,
30,FK Crvena zvezda,Marko Gobeljić,,,,,,6.38,6.38,Defesa,19.0,7.0,17.0,1.0,,,,,,,,,,
31,FK Crvena zvezda,Mateo García,,,,,,6.25,6.25,Defesa,19.0,7.0,7.0,0.0,,,,,,,,,,
32,FC Bayern München,Alphonso Davies,,,,,,7.35,7.35,Defesa,18.0,10.0,7.0,0.0,,,,,,,,,,
33,Valencia,Geoffrey Kondogbia,,,,,,7.26,7.26,Defesa,18.0,13.0,7.0,0.0,,,,,,,,,,
34,Atlético Madrid,Saúl Ñíguez,,,,,,7.14,7.14,Defesa,18.0,13.0,20.0,0.0,,,,,,,,,,
35,Lille,Benjamin André,,,,,,7.1,7.1,Defesa,18.0,11.0,5.0,0.0,,,,,,,,,,
36,Borussia Dortmund,Mats Hummels,,,,,,7.0,7.0,Defesa,18.0,30.0,32.0,1.0,,,,,,,,,,
37,Manchester City,Nicolás Otamendi,,,,,,6.97,6.97,Defesa,18.0,5.0,14.0,0.0,,,,,,,,,,
38,Napoli,Dries Mertens,,,,,,7.45,7.45,Defesa,17.0,4.0,0.0,0.0,,,,,,,,,,
39,Olympiacos FC,Konstantinos Tsimikas,,,,,,7.1,7.1,Defesa,17.0,12.0,21.0,1.0,,,,,,,,,,
40,Juventus,Rodrigo Bentancur,,,,,,6.89,6.89,Defesa,17.0,6.0,3.0,0.0,,,,,,,,,,
41,Manchester City,João Cancelo,,,,,,6.88,6.88,Defesa,17.0,13.0,4.0,0.0,,,,,,,,,,
42,GNK Dinamo Zagreb,Dino Perić,,,,,,6.84,6.84,Defesa,17.0,11.0,22.0,0.0,,,,,,,,,,
43,Napoli,Mário Rui,,,,,,6.83,6.83,Defesa,17.0,11.0,13.0,0.0,,,,,,,,,,
44,Benfica,Franco Cervi,,,,,,6.8,6.8,Defesa,17.0,3.0,0.0,0.0,,,,,,,,,,
45,SK Slavia Praha,Peter Olayinka,,,,,,6.68,6.68,Defesa,17.0,6.0,1.0,0.0,,,,,,,,,,
46,Liverpool,Trent Alexander-Arnold,,,,,,7.33,7.33,Defesa,16.0,7.0,5.0,0.0,,,,,,,,,,
47,Paris Saint-Germain,Juan Bernat,,,,,,7.15,7.15,Defesa,16.0,12.0,20.0,0.0,,,,,,,,,,
48,Inter,Diego Godín,,,,,,7.08,7.08,Defesa,16.0,15.0,15.0,0.0,,,,,,,,,,
49,Inter,Marcelo Brozović,,,,,,7.07,7.07,Defesa,16.0,10.0,12.0,0.0,,,,,,,,,,
50,Liverpool,Fabinho,,,,,,6.99,6.99,Defesa,16.0,7.0,1.0,0.0,,,,,,,,,,
51,Atlético Madrid,Koke,,,,,,6.97,6.97,Defesa,16.0,7.0,12.0,0.0,,,,,,,,,,
52,Benfica,Gabriel Pires,,,,,,6.96,6.96,Defesa,16.0,16.0,10.0,0.0,,,,,,,,,,
53,Barcelona,Frenkie de Jong,,,,,,6.92,6.92,Defesa,16.0,12.0,5.0,0.0,,,,,,,,,,
54,Shakhtar Donetsk,Ismaily,,,,,,6.7,6.7,Defesa,16.0,13.0,18.0,0.0,,,,,,,,,,
55,Lokomotiv Moscow,Vladislav Ignatjev,,,,,,6.4,6.4,Defesa,16.0,5.0,11.0,0.0,,,,,,,,,,
56,Real Madrid,Toni Kroos,,,,,,7.97,7.97,Defesa,15.0,9.0,2.0,0.0,,,,,,,,,,
57,FC Bayern München,Joshua Kimmich,,,,,,7.55,7.55,Defesa,15.0,10.0,8.0,0.0,,,,,,,,,,
58,SK Slavia Praha,Tomáš Souček,,,,,,7.37,7.37,Defesa,15.0,15.0,17.0,0.0,,,,,,,,,,
59,FC Bayern München,Leon Goretzka,,,,,,7.17,7.17,Defesa,15.0,11.0,3.0,0.0,,,,,,,,,,
60,Valencia,José Luis Gayà,,,,,,7.17,7.17,Defesa,15.0,3.0,13.0,0.0,,,,,,,,,,
61,FC Bayern München,Thomas Müller,,,,,,7.14,7.14,Defesa,15.0,5.0,5.0,0.0,,,,,,,,,,
62,Olympiacos FC,Giorgos Masouras,,,,,,6.97,6.97,Defesa,15.0,7.0,4.0,0.0,,,,,,,,,,
63,Inter,Milan Škriniar,,,,,,6.97,6.97,Defesa,15.0,11.0,14.0,0.0,,,,,,,,,,
64,Real Madrid,Daniel Carvajal,,,,,,6.89,6.89,Defesa,15.0,6.0,13.0,0.0,,,,,,,,,,
65,AFC Ajax,Joël Veltman,,,,,,6.78,6.78,Defesa,15.0,11.0,18.0,1.0,,,,,,,,,,
66,Atalanta,Remo Freuler,,,,,,6.63,6.63,Defesa,15.0,9.0,10.0,0.0,,,,,,,,,,
67,Zenit St. Petersburg,Douglas Santos,,,,,,6.55,6.55,Defesa,15.0,12.0,12.0,0.0,,,,,,,,,,
68,Club Brugge KV,Clinton Mata,,,,,,6.43,6.43,Defesa,15.0,10.0,4.0,1.0,,,,,,,,,,
69,AFC Ajax,Hakim Ziyech,,,,,,7.5,7.5,Defesa,14.0,2.0,1.0,0.0,,,,,,,,,,
70,Bayer 04 Leverkusen,Sven Bender,,,,,,7.22,7.22,Defesa,14.0,19.0,18.0,0.0,,,,,,,,,,
71,Bayer 04 Leverkusen,Wendell,,,,,,7.2,7.2,Defesa,14.0,4.0,5.0,0.0,,,,,,,,,,
72,Napoli,Kalidou Koulibaly,,,,,,7.2,7.2,Defesa,14.0,12.0,31.0,0.0,,,,,,,,,,
73,Zenit St. Petersburg,Magomed Ozdoev,,,,,,7.1,7.1,Defesa,14.0,15.0,16.0,0.0,,,,,,,,,,
74,Olympique Lyonnais,Houssem Aouar,,,,,,7.06,7.06,Defesa,14.0,5.0,1.0,0.0,,,,,,,,,,
75,Paris Saint-Germain,Thilo Kehrer,,,,,,7.04,7.04,Defesa,14.0,3.0,6.0,0.0,,,,,,,,,,
76,AFC Ajax,Edson Álvarez,,,,,,6.95,6.95,Defesa,14.0,5.0,6.0,0.0,,,,,,,,,,
77,Liverpool,Andrew Robertson,,,,,,6.9,6.9,Defesa,14.0,7.0,7.0,0.0,,,,,,,,,,
78,Benfica,Ferro,,,,,,6.88,6.88,Defesa,14.0,4.0,23.0,0.0,,,,,,,,,,
79,Napoli,Giovanni Di Lorenzo,,,,,,6.81,6.81,Defesa,14.0,2.0,11.0,0.0,,,,,,,,,,
80,Galatasaray,Marcão,,,,,,6.65,6.65,Defesa,14.0,10.0,23.0,0.0,,,,,,,,,,
81,Liverpool,Roberto Firmino,,,,,,7.27,7.27,Defesa,13.0,3.0,2.0,0.0,,,,,,,,,,
82,Liverpool,Sadio Mané,,,,,,7.25,7.25,Defesa,13.0,4.0,1.0,0.0,,,,,,,,,,
83,Chelsea,Fikayo Tomori,,,,,,7.25,7.25,Defesa,13.0,6.0,10.0,0.0,,,,,,,,,,
84,Zenit St. Petersburg,Sebastián Driussi,,,,,,7.1,7.1,Defesa,13.0,3.0,5.0,0.0,,,,,,,,,,
85,Juventus,Danilo,,,,,,7.1,7.1,Defesa,13.0,8.0,12.0,0.0,,,,,,,,,,
86,Chelsea,César Azpilicueta,,,,,,7.06,7.06,Defesa,13.0,11.0,12.0,0.0,,,,,,,,,,
87,Borussia Dortmund,Axel Witsel,,,,,,6.9,6.9,Defesa,13.0,8.0,5.0,0.0,,,,,,,,,,
88,FK Crvena zvezda,Nemanja Milunović,,,,,,6.87,6.87,Defesa,13.0,11.0,35.0,1.0,,,,,,,,,,
89,AFC Ajax,Lisandro Martínez,,,,,,6.87,6.87,Defesa,13.0,10.0,13.0,0.0,,,,,,,,,,
90,Club Brugge KV,Emmanuel Dennis,,,,,,6.72,6.72,Defesa,13.0,3.0,0.0,0.0,,,,,,,,,,
91,Zenit St. Petersburg,Vyacheslav Karavaev,,,,,,6.63,6.63,Defesa,13.0,4.0,12.0,0.0,,,,,,,,,,
92,GNK Dinamo Zagreb,Petar Stojanović,,,,,,6.23,6.23,Defesa,13.0,4.0,7.0,0.0,,,,,,,,,,
93,Valencia,Dani Parejo,,,,,,7.3,7.3,Defesa,12.0,8.0,4.0,0.0,,,,,,,,,,
94,Paris Saint-Germain,Thiago Silva,,,,,,7.24,7.24,Defesa,12.0,13.0,39.0,0.0,,,,,,,,,,
95,Atlético Madrid,Felipe,,,,,,7.19,7.19,Defesa,12.0,14.0,33.0,0.0,,,,,,,,,,
96,RB Leipzig,Dani Olmo,,,,,,7.03,7.03,Defesa,12.0,6.0,11.0,0.0,,,,,,,,,,
97,Juventus,Adrien Rabiot,,,,,,6.98,6.98,Defesa,12.0,1.0,3.0,0.0,,,,,,,,,,
98,RB Leipzig,Marcel Halstenberg,,,,,,6.93,6.93,Defesa,12.0,7.0,17.0,0.0,,,,,,,,,,
99,Liverpool,James Milner,,,,,,6.91,6.91,Defesa,12.0,3.0,1.0,0.0,,,,,,,,,,
100,Lokomotiv Moscow,Grzegorz Krychowiak,,,,,,6.83,6.83,Defesa,12.0,8.0,6.0,0.0,,,,,,,,,,
101,Lille,Gabriel Magalhães,,,,,,6.73,6.73,Defesa,12.0,13.0,22.0,0.0,,,,,,,,,,
102,Benfica,Florentino Luís,,,,,,6.6,6.6,Defesa,12.0,2.0,2.0,0.0,,,,,,,,,,
103,Tottenham Hotspur,Harry Winks,,,,,,6.6,6.6,Defesa,12.0,8.0,8.0,1.0,,,,,,,,,,
104,Manchester City,İlkay Gündoğan,,,,,,7.32,7.32,Defesa,11.0,11.0,6.0,0.0,,,,,,,,,,
105,AFC Ajax,Donny van de Beek,,,,,,7.32,7.32,Defesa,11.0,10.0,2.0,0.0,,,,,,,,,,
106,Juventus,Miralem Pjanić,,,,,,7.16,7.16,Defesa,11.0,17.0,7.0,0.0,,,,,,,,,,
107,Red Bull Salzburg,Zlatko Junuzović,,,,,,7.12,7.12,Defesa,11.0,10.0,5.0,0.0,,,,,,,,,,
108,Inter,Nicolò Barella,,,,,,7.03,7.03,Defesa,11.0,7.0,4.0,0.0,,,,,,,,,,
109,Inter,Stefan de Vrij,,,,,,7.0,7.0,Defesa,11.0,15.0,25.0,0.0,,,,,,,,,,
110,Liverpool,Jordan Henderson,,,,,,6.98,6.98,Defesa,11.0,8.0,1.0,0.0,,,,,,,,,,
111,FC Bayern München,Niklas Süle,,,,,,6.98,6.98,Defesa,11.0,4.0,7.0,0.0,,,,,,,,,,
112,Manchester City,Fernandinho,,,,,,6.91,6.91,Defesa,11.0,15.0,10.0,0.0,,,,,,,,,,
113,Club Brugge KV,Brandon Mechele,,,,,,6.9,6.9,Defesa,11.0,9.0,20.0,0.0,,,,,,,,,,
114,Lille,Yusuf Yazıcı,,,,,,6.88,6.88,Defesa,11.0,3.0,1.0,0.0,,,,,,,,,,
115,Bayer 04 Leverkusen,Kerem Demirbay,,,,,,6.88,6.88,Defesa,11.0,2.0,3.0,0.0,,,,,,,,,,
116,RB Leipzig,Christopher Nkunku,,,,,,6.88,6.88,Defesa,11.0,1.0,2.0,0.0,,,,,,,,,,
117,Borussia Dortmund,Manuel Akanji,,,,,,6.85,6.85,Defesa,11.0,9.0,9.0,0.0,,,,,,,,,,
118,Napoli,Diego Demme,,,,,,6.8,6.8,Defesa,11.0,7.0,7.0,0.0,,,,,,,,,,
119,RB Leipzig,Lukas Klostermann,,,,,,6.78,6.78,Defesa,11.0,16.0,24.0,1.0,,,,,,,,,,
120,Borussia Dortmund,Julian Weigl,,,,,,6.78,6.78,Defesa,11.0,3.0,6.0,0.0,,,,,,,,,,
121,SK Slavia Praha,Vladimír Coufal,,,,,,6.73,6.73,Defesa,11.0,6.0,12.0,0.0,,,,,,,,,,
122,Galatasaray,Christian Luyindama,,,,,,6.73,6.73,Defesa,11.0,4.0,16.0,0.0,,,,,,,,,,
123,Valencia,Daniel Wass,,,,,,6.66,6.66,Defesa,11.0,14.0,19.0,0.0,,,,,,,,,,
124,Bayer 04 Leverkusen,Julian Baumgartlinger,,,,,,6.63,6.63,Defesa,11.0,4.0,4.0,0.0,,,,,,,,,,
125,Barcelona,Arturo Vidal,,,,,,6.63,6.63,Defesa,11.0,2.0,4.0,0.0,,,,,,,,,,
126,Benfica,Tomás Tavares,,,,,,6.54,6.54,Defesa,11.0,2.0,12.0,0.0,,,,,,,,,,
127,GNK Dinamo Zagreb,Nikola Moro,,,,,,6.4,6.4,Defesa,11.0,11.0,6.0,0.0,,,,,,,,,,
128,KRC Genk,Junya Ito,,,,,,6.38,6.38,Defesa,11.0,4.0,6.0,0.0,,,,,,,,,,
129,FK Crvena zvezda,Miloš Degenek,,,,,,6.38,6.38,Defesa,11.0,13.0,33.0,0.0,,,,,,,,,,
130,Atlético Madrid,Ángel Correa,,,,,,6.36,6.36,Defesa,11.0,5.0,4.0,0.0,,,,,,,,,,
131,Lille,Zeki Çelik,,,,,,6.28,6.28,Defesa,11.0,11.0,17.0,1.0,,,,,,,,,,
132,FK Crvena zvezda,Rajiv Van La Parra,,,,,,6.26,6.26,Defesa,11.0,1.0,1.0,0.0,,,,,,,,,,
133,FC Bayern München,Robert Lewandowski,,,,,,8.35,8.35,Defesa,10.0,2.0,8.0,0.0,,,,,,,,,,
134,Juventus,Alex Sandro,,,,,,7.45,7.45,Defesa,10.0,10.0,9.0,0.0,,,,,,,,,,
135,Tottenham Hotspur,Tanguy Ndombélé,,,,,,7.2,7.2,Defesa,10.0,6.0,3.0,0.0,,,,,,,,,,
136,Paris Saint-Germain,Thomas Meunier,,,,,,7.12,7.12,Defesa,10.0,11.0,9.0,0.0,,,,,,,,,,
137,Chelsea,Mateo Kovačić,,,,,,7.09,7.09,Defesa,10.0,7.0,5.0,1.0,,,,,,,,,,
138,Olympiacos FC,Guilherme,,,,,,7.0,7.0,Defesa,10.0,3.0,6.0,0.0,,,,,,,,,,
139,Chelsea,N'Golo Kanté,,,,,,6.95,6.95,Defesa,10.0,9.0,2.0,0.0,,,,,,,,,,
140,Galatasaray,Jean Michaël Seri,,,,,,6.87,6.87,Defesa,10.0,2.0,4.0,0.0,,,,,,,,,,
141,Napoli,Fabián Ruiz,,,,,,6.86,6.86,Defesa,10.0,19.0,7.0,0.0,,,,,,,,,,
142,Borussia Dortmund,Thorgan Hazard,,,,,,6.7,6.7,Defesa,10.0,1.0,0.0,0.0,,,,,,,,,,
143,Club Brugge KV,Eduard Sobol,,,,,,6.67,6.67,Defesa,10.0,2.0,4.0,0.0,,,,,,,,,,
144,Galatasaray,Mariano,,,,,,6.63,6.63,Defesa,10.0,15.0,5.0,0.0,,,,,,,,,,
145,Lille,Reinildo Mandava,,,,,,6.6,6.6,Defesa,10.0,3.0,3.0,0.0,,,,,,,,,,
146,Red Bull Salzburg,Jérôme Onguene,,,,,,6.6,6.6,Defesa,10.0,4.0,22.0,1.0,,,,,,,,,,
147,Atalanta,Berat Djimsiti,,,,,,6.5,6.5,Defesa,10.0,6.0,18.0,0.0,,,,,,,,,,
148,Paris Saint-Germain,Ángel Di María,,,,,,7.73,7.73,Defesa,9.0,4.0,6.0,0.0,,,,,,,,,,
149,Manchester City,Riyad Mahrez,,,,,,7.46,7.46,Defesa,9.0,5.0,1.0,0.0,,,,,,,,,,
150,Liverpool,Naby Keïta,,,,,,7.33,7.33,Defesa,9.0,2.0,1.0,0.0,,,,,,,,,,
