#,Clube,Nome,Gols,Grandes chances perdidas,Dribles certos,Finalizações,Conversão de gols %,Notas Sofascore,Nota Sofascore,Categoria,Desarmes,Interceptações,Cortes,Erros que levaram ao gol,Grandes chances criadas,Assistências,Passes certos,Passes certos %,Passes decisivos,Defesas,Jogos sem ser vazado,Pênalti defendido,Defesas de dentro da área,Saídas do gol
630,Feyenoord,Jan-Arie van der Heijden,0.0,0.0,2.0,0.0,0.0,6.4,6.4,Ataque,,,,,,,,,,,,,,
631,Olympiacos FC,Marko Marin,0.0,1.0,2.0,1.0,0.0,6.4,6.4,Ataque,,,,,,,,,,,,,,
632,APOEL Nicosia,Boy Waterman,0.0,0.0,1.0,0.0,0.0,6.4,6.4,Ataque,,,,,,,,,,,,,,
633,RSC Anderlecht,Josué Sá,0.0,0.0,0.0,0.0,0.0,6.4,6.4,Ataque,,,,,,,,,,,,,,
634,Napoli,Marko Rog,0.0,0.0,2.0,1.0,0.0,6.4,6.4,Ataque,,,,,,,,,,,,,,
635,Celtic,Jozo Šimunović,0.0,0.0,0.0,3.0,0.0,6.4,6.4,Ataque,,,,,,,,,,,,,,
636,NK Maribor,Gregor Bajde,0.0,0.0,1.0,0.0,0.0,6.4,6.4,Ataque,,,,,,,,,,,,,,
637,APOEL Nicosia,Roland Sallai,0.0,0.0,3.0,9.0,0.0,6.4,6.4,Ataque,,,,,,,,,,,,,,
638,RSC Anderlecht,Leander Dendoncker,0.0,0.0,4.0,3.0,0.0,6.38,6.38,Ataque,,,,,,,,,,,,,,
639,Olympiacos FC,Uroš Đurđević,0.0,1.0,0.0,3.0,0.0,6.38,6.38,Ataque,,,,,,,,,,,,,,
640,APOEL Nicosia,Roberto Lago,0.0,0.0,1.0,3.0,0.0,6.38,6.38,Ataque,,,,,,,,,,,,,,
641,Basel,Albian Ajeti,0.0,0.0,0.0,1.0,0.0,6.37,6.37,Ataque,,,,,,,,,,,,,,
642,CSKA Moscow,Kirill Nababkin,0.0,0.0,0.0,0.0,0.0,6.35,6.35,Ataque,,,,,,,,,,,,,,
643,AS Monaco,Jemerson,0.0,0.0,1.0,2.0,0.0,6.35,6.35,Ataque,,,,,,,,,,,,,,
644,APOEL Nicosia,Vinicius,0.0,0.0,1.0,2.0,0.0,6.35,6.35,Ataque,,,,,,,,,,,,,,
645,NK Maribor,Martin Kramarič,0.0,0.0,3.0,0.0,0.0,6.33,6.33,Ataque,,,,,,,,,,,,,,
646,AS Monaco,Diego Benaglio,0.0,0.0,0.0,0.0,0.0,6.33,6.33,Ataque,,,,,,,,,,,,,,
647,Borussia Dortmund,Alexander Isak,0.0,0.0,0.0,0.0,0.0,6.3,6.3,Ataque,,,,,,,,,,,,,,
648,Chelsea,Olivier Giroud,0.0,0.0,0.0,1.0,0.0,6.3,6.3,Ataque,,,,,,,,,,,,,,
649,Manchester City,Oleksandr Zinchenko,0.0,0.0,0.0,0.0,0.0,6.3,6.3,Ataque,,,,,,,,,,,,,,
650,Real Madrid,Jesús Vallejo,0.0,0.0,0.0,0.0,0.0,6.3,6.3,Ataque,,,,,,,,,,,,,,
651,Sporting,Alan Ruiz,0.0,0.0,0.0,0.0,0.0,6.3,6.3,Ataque,,,,,,,,,,,,,,
652,CSKA Moscow,Aaron Olanare,0.0,0.0,0.0,0.0,0.0,6.3,6.3,Ataque,,,,,,,,,,,,,,
653,Qarabağ,Agabala Ramazanov,0.0,0.0,0.0,0.0,0.0,6.3,6.3,Ataque,,,,,,,,,,,,,,
654,Sporting,João Palhinha,0.0,0.0,0.0,0.0,0.0,6.3,6.3,Ataque,,,,,,,,,,,,,,
655,FC Porto,Otávio,0.0,0.0,2.0,1.0,0.0,6.3,6.3,Ataque,,,,,,,,,,,,,,
656,AS Monaco,Andrea Raggi,0.0,0.0,0.0,2.0,0.0,6.3,6.3,Ataque,,,,,,,,,,,,,,
657,AS Monaco,Jorge,0.0,0.0,3.0,1.0,0.0,6.3,6.3,Ataque,,,,,,,,,,,,,,
658,RSC Anderlecht,Olivier Deschacht,0.0,0.0,2.0,0.0,0.0,6.3,6.3,Ataque,,,,,,,,,,,,,,
659,NK Maribor,Aleksander Rajčević,0.0,0.0,0.0,1.0,0.0,6.3,6.3,Ataque,,,,,,,,,,,,,,
660,APOEL Nicosia,Efstathios Aloneftis,0.0,0.0,10.0,6.0,0.0,6.3,6.3,Ataque,,,,,,,,,,,,,,
661,APOEL Nicosia,Lorenzo Ebecilio,0.0,0.0,3.0,4.0,0.0,6.28,6.28,Ataque,,,,,,,,,,,,,,
662,Qarabağ,Coşqun Diniyev,0.0,0.0,3.0,0.0,0.0,6.25,6.25,Ataque,,,,,,,,,,,,,,
663,RB Leipzig,Bernardo,0.0,0.0,1.0,1.0,0.0,6.25,6.25,Ataque,,,,,,,,,,,,,,
664,Feyenoord,Brad Jones,0.0,0.0,1.0,0.0,0.0,6.24,6.24,Ataque,,,,,,,,,,,,,,
665,Feyenoord,Tonny Vilhena,0.0,0.0,0.0,5.0,0.0,6.23,6.23,Ataque,,,,,,,,,,,,,,
666,AS Monaco,Danijel Subašić,0.0,0.0,0.0,0.0,0.0,6.23,6.23,Ataque,,,,,,,,,,,,,,
667,Paris Saint-Germain,Thomas Meunier,0.0,0.0,0.0,0.0,0.0,6.2,6.2,Ataque,,,,,,,,,,,,,,
668,Benfica,Júlio César,0.0,0.0,0.0,0.0,0.0,6.2,6.2,Ataque,,,,,,,,,,,,,,
669,Shakhtar Donetsk,Márcio Azevedo,0.0,0.0,0.0,0.0,0.0,6.2,6.2,Ataque,,,,,,,,,,,,,,
670,RB Leipzig,Marvin Compper,0.0,0.0,0.0,0.0,0.0,6.2,6.2,Ataque,,,,,,,,,,,,,,
671,Qarabağ,Dani Quintana,0.0,0.0,0.0,0.0,0.0,6.2,6.2,Ataque,,,,,,,,,,,,,,
672,FC Porto,José Sá,0.0,0.0,0.0,0.0,0.0,6.2,6.2,Ataque,,,,,,,,,,,,,,
673,Qarabağ,Rəşhad Sadiqov,0.0,0.0,0.0,1.0,0.0,6.18,6.18,Ataque,,,,,,,,,,,,,,
674,Shakhtar Donetsk,Viktor Kovalenko,0.0,1.0,0.0,1.0,0.0,6.13,6.13,Ataque,,,,,,,,,,,,,,
675,NK Maribor,Dino Hotić,0.0,0.0,3.0,0.0,0.0,6.08,6.08,Ataque,,,,,,,,,,,,,,
676,Celtic,Anthony Ralston,0.0,0.0,1.0,0.0,0.0,6.0,6.0,Ataque,,,,,,,,,,,,,,
677,Olympiacos FC,Athanasios Androutsos,0.0,0.0,1.0,0.0,0.0,6.0,6.0,Ataque,,,,,,,,,,,,,,
678,RSC Anderlecht,Sven Kums,0.0,1.0,3.0,2.0,0.0,5.96,5.96,Ataque,,,,,,,,,,,,,,
679,Olympiacos FC,Stefanos Kapino,0.0,0.0,0.0,0.0,0.0,5.9,5.9,Ataque,,,,,,,,,,,,,,
680,Feyenoord,Miquel Nelom,0.0,0.0,0.0,0.0,0.0,5.9,5.9,Ataque,,,,,,,,,,,,,,
681,Beşiktaş,Domagoj Vida,0.0,0.0,0.0,0.0,0.0,3.4,3.4,Ataque,,,,,,,,,,,,,,
682,Benfica,Rafa Silva,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ataque,,,,,,,,,,,,,,
683,Tottenham Hotspur,Lucas Moura,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ataque,,,,,,,,,,,,,,
684,Tottenham Hotspur,Victor Wanyama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ataque,,,,,,,,,,,,,,
685,Shakhtar Donetsk,Oleksandr Zubkov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ataque,,,,,,,,,,,,,,
686,FC Spartak Moscow,Pedro Rocha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ataque,,,,,,,,,,,,,,
687,Sporting,Mattheus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ataque,,,,,,,,,,,,,,
688,Sporting,Radosav Petrović,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ataque,,,,,,,,,,,,,,
689,Borussia Dortmund,Roman Weidenfeller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ataque,,,,,,,,,,,,,,
690,Juventus,Fabrizio Caligara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ataque,,,,,,,,,,,,,,
691,Shakhtar Donetsk,Ivan Petriak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ataque,,,,,,,,,,,,,,
692,Tottenham Hotspur,Kazaiah Sterling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ataque,,,,,,,,,,,,,,
693,CSKA Moscow,Khetag Khosonov,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Ataque,,,,,,,,,,,,,,
1,Real Madrid,Casemiro,,,,,,7.33,7.33,Defesa,45.0,23.0,22.0,0.0,,,,,,,,,,
2,Juventus,Alex Sandro,,,,,,6.99,6.99,Defesa,30.0,8.0,12.0,0.0,,,,,,,,,,
3,Paris Saint-Germain,Marco Verratti,,,,,,7.58,7.58,Defesa,26.0,14.0,5.0,0.0,,,,,,,,,,
4,FC Bayern München,Thiago Alcântara,,,,,,7.57,7.57,Defesa,26.0,14.0,2.0,0.0,,,,,,,,,,
5,Liverpool,James Milner,,,,,,7.15,7.15,Defesa,25.0,11.0,9.0,0.0,,,,,,,,,,
6,RSC Anderlecht,Adrien Trebel,,,,,,7.12,7.12,Defesa,25.0,18.0,6.0,0.0,,,,,,,,,,
7,Liverpool,Trent Alexander-Arnold,,,,,,7.06,7.06,Defesa,25.0,22.0,25.0,0.0,,,,,,,,,,
8,Sevilla,Gabriel Mercado,,,,,,6.5,6.5,Defesa,25.0,8.0,20.0,0.0,,,,,,,,,,
9,Paris Saint-Germain,Dani Alves,,,,,,7.35,7.35,Defesa,24.0,13.0,7.0,1.0,,,,,,,,,,
10,Liverpool,Jordan Henderson,,,,,,6.98,6.98,Defesa,24.0,16.0,9.0,0.0,,,,,,,,,,
11,Liverpool,Roberto Firmino,,,,,,7.77,7.77,Defesa,23.0,3.0,4.0,0.0,,,,,,,,,,
12,Shakhtar Donetsk,Fred,,,,,,7.36,7.36,Defesa,23.0,9.0,6.0,0.0,,,,,,,,,,
13,Real Madrid,Daniel Carvajal,,,,,,7.33,7.33,Defesa,23.0,17.0,10.0,0.0,,,,,,,,,,
14,Barcelona,Sergio Busquets,,,,,,7.16,7.16,Defesa,23.0,5.0,6.0,0.0,,,,,,,,,,
15,Liverpool,Sadio Mané,,,,,,7.77,7.77,Defesa,22.0,7.0,4.0,0.0,,,,,,,,,,
16,Atlético Madrid,Filipe Luís,,,,,,7.33,7.33,Defesa,22.0,13.0,4.0,0.0,,,,,,,,,,
17,Chelsea,N'Golo Kanté,,,,,,7.12,7.12,Defesa,22.0,15.0,3.0,0.0,,,,,,,,,,
18,Roma,Aleksandar Kolarov,,,,,,7.1,7.1,Defesa,22.0,18.0,22.0,0.0,,,,,,,,,,
19,Real Madrid,Nacho Fernández,,,,,,7.08,7.08,Defesa,22.0,13.0,18.0,0.0,,,,,,,,,,
20,FC Porto,Sérgio Oliveira,,,,,,7.06,7.06,Defesa,22.0,3.0,5.0,0.0,,,,,,,,,,
21,Roma,Federico Fazio,,,,,,7.15,7.15,Defesa,21.0,21.0,45.0,0.0,,,,,,,,,,
22,Sevilla,Sergio Escudero,,,,,,7.11,7.11,Defesa,21.0,19.0,34.0,0.0,,,,,,,,,,
23,Roma,Kevin Strootman,,,,,,6.72,6.72,Defesa,21.0,12.0,2.0,0.0,,,,,,,,,,
24,Atlético Madrid,Saúl Ñíguez,,,,,,7.45,7.45,Defesa,20.0,14.0,18.0,0.0,,,,,,,,,,
25,FC Bayern München,Arturo Vidal,,,,,,6.93,6.93,Defesa,20.0,10.0,4.0,0.0,,,,,,,,,,
26,NK Maribor,Marwan Kabha,,,,,,6.75,6.75,Defesa,20.0,6.0,8.0,0.0,,,,,,,,,,
27,Chelsea,Cesc Fàbregas,,,,,,7.46,7.46,Defesa,19.0,14.0,4.0,0.0,,,,,,,,,,
28,Real Madrid,Toni Kroos,,,,,,7.38,7.38,Defesa,19.0,7.0,0.0,0.0,,,,,,,,,,
29,Real Madrid,Sergio Ramos,,,,,,7.21,7.21,Defesa,19.0,18.0,45.0,1.0,,,,,,,,,,
30,FC Bayern München,Javi Martínez,,,,,,6.95,6.95,Defesa,19.0,19.0,19.0,0.0,,,,,,,,,,
31,FC Porto,Héctor Herrera,,,,,,6.85,6.85,Defesa,19.0,8.0,2.0,0.0,,,,,,,,,,
32,Beşiktaş,Atiba Hutchinson,,,,,,6.77,6.77,Defesa,19.0,12.0,9.0,0.0,,,,,,,,,,
33,FC Bayern München,Mats Hummels,,,,,,7.23,7.23,Defesa,18.0,10.0,26.0,0.0,,,,,,,,,,
34,Roma,Radja Nainggolan,,,,,,7.21,7.21,Defesa,18.0,4.0,3.0,1.0,,,,,,,,,,
35,Beşiktaş,Duško Tošić,,,,,,7.0,7.0,Defesa,18.0,22.0,40.0,0.0,,,,,,,,,,
36,AS Monaco,Fabinho,,,,,,6.94,6.94,Defesa,18.0,8.0,5.0,0.0,,,,,,,,,,
37,Shakhtar Donetsk,Taras Stepanenko,,,,,,6.88,6.88,Defesa,18.0,14.0,9.0,0.0,,,,,,,,,,
38,FC Porto,Ricardo Pereira,,,,,,6.87,6.87,Defesa,18.0,12.0,8.0,0.0,,,,,,,,,,
39,RSC Anderlecht,Dennis Appiah,,,,,,6.52,6.52,Defesa,18.0,6.0,12.0,0.0,,,,,,,,,,
40,Roma,Diego Perotti,,,,,,7.38,7.38,Defesa,17.0,8.0,2.0,0.0,,,,,,,,,,
41,Liverpool,Alberto Moreno,,,,,,7.34,7.34,Defesa,17.0,9.0,23.0,0.0,,,,,,,,,,
42,Real Madrid,Marcelo,,,,,,7.33,7.33,Defesa,17.0,15.0,11.0,0.0,,,,,,,,,,
43,FC Bayern München,James Rodríguez,,,,,,7.32,7.32,Defesa,17.0,10.0,0.0,0.0,,,,,,,,,,
44,Manchester City,Nicolás Otamendi,,,,,,7.28,7.28,Defesa,17.0,18.0,38.0,1.0,,,,,,,,,,
45,Manchester United,Nemanja Matić,,,,,,7.21,7.21,Defesa,17.0,14.0,6.0,0.0,,,,,,,,,,
46,Juventus,Juan Cuadrado,,,,,,7.18,7.18,Defesa,17.0,5.0,5.0,0.0,,,,,,,,,,
47,Borussia Dortmund,Marc Bartra,,,,,,7.15,7.15,Defesa,17.0,11.0,14.0,0.0,,,,,,,,,,
48,Real Madrid,Lucas Vázquez,,,,,,7.12,7.12,Defesa,17.0,6.0,10.0,0.0,,,,,,,,,,
49,FC Bayern München,Rafinha,,,,,,7.01,7.01,Defesa,17.0,13.0,11.0,1.0,,,,,,,,,,
50,Manchester City,Fernandinho,,,,,,6.81,6.81,Defesa,17.0,14.0,19.0,0.0,,,,,,,,,,
51,Sporting,Rodrigo Battaglia,,,,,,6.63,6.63,Defesa,17.0,9.0,9.0,0.0,,,,,,,,,,
52,FC Spartak Moscow,Andrey Eshchenko,,,,,,6.62,6.62,Defesa,17.0,6.0,22.0,0.0,,,,,,,,,,
53,Qarabağ,Maksim Medvedev,,,,,,6.55,6.55,Defesa,17.0,7.0,14.0,0.0,,,,,,,,,,
54,Manchester City,İlkay Gündoğan,,,,,,7.26,7.26,Defesa,16.0,8.0,1.0,0.0,,,,,,,,,,
55,Beşiktaş,Pepe,,,,,,7.2,7.2,Defesa,16.0,13.0,40.0,0.0,,,,,,,,,,
56,Sevilla,Clément Lenglet,,,,,,7.12,7.12,Defesa,16.0,17.0,32.0,0.0,,,,,,,,,,
57,Liverpool,Dejan Lovren,,,,,,6.98,6.98,Defesa,16.0,17.0,65.0,2.0,,,,,,,,,,
58,RB Leipzig,Marcel Halstenberg,,,,,,6.72,6.72,Defesa,16.0,9.0,10.0,0.0,,,,,,,,,,
59,RB Leipzig,Naby Keïta,,,,,,7.56,7.56,Defesa,15.0,12.0,5.0,0.0,,,,,,,,,,
60,Sporting,Bruno Fernandes,,,,,,7.32,7.32,Defesa,15.0,4.0,1.0,0.0,,,,,,,,,,
61,Juventus,Giorgio Chiellini,,,,,,7.19,7.19,Defesa,15.0,13.0,46.0,0.0,,,,,,,,,,
62,Roma,Juan Jesus,,,,,,7.15,7.15,Defesa,15.0,4.0,29.0,0.0,,,,,,,,,,
63,RB Leipzig,Dayot Upamecano,,,,,,7.04,7.04,Defesa,15.0,12.0,35.0,0.0,,,,,,,,,,
64,Real Madrid,Luka Modrić,,,,,,7.01,7.01,Defesa,15.0,14.0,4.0,0.0,,,,,,,,,,
65,AS Monaco,João Moutinho,,,,,,6.92,6.92,Defesa,15.0,7.0,8.0,0.0,,,,,,,,,,
66,Barcelona,Nélson Semedo,,,,,,6.9,6.9,Defesa,15.0,8.0,10.0,0.0,,,,,,,,,,
67,Beşiktaş,Tolgay Arslan,,,,,,6.85,6.85,Defesa,15.0,4.0,1.0,0.0,,,,,,,,,,
68,Celtic,Olivier Ntcham,,,,,,6.78,6.78,Defesa,15.0,3.0,4.0,0.0,,,,,,,,,,
69,Barcelona,Sergi Roberto,,,,,,6.71,6.71,Defesa,15.0,4.0,3.0,0.0,,,,,,,,,,
70,Beşiktaş,Adriano,,,,,,6.67,6.67,Defesa,15.0,11.0,19.0,1.0,,,,,,,,,,
71,Olympiacos FC,Jacques-Alaixys Romao,,,,,,6.6,6.6,Defesa,15.0,7.0,8.0,0.0,,,,,,,,,,
72,Roma,Daniele De Rossi,,,,,,7.05,7.05,Defesa,14.0,14.0,13.0,0.0,,,,,,,,,,
73,Roma,Konstantinos Manolas,,,,,,7.04,7.04,Defesa,14.0,10.0,48.0,0.0,,,,,,,,,,
74,Tottenham Hotspur,Jan Vertonghen,,,,,,7.02,7.02,Defesa,14.0,14.0,22.0,0.0,,,,,,,,,,
75,Real Madrid,Isco,,,,,,7.01,7.01,Defesa,14.0,2.0,1.0,0.0,,,,,,,,,,
76,Basel,Éder Balanta,,,,,,7.0,7.0,Defesa,14.0,12.0,30.0,0.0,,,,,,,,,,
77,Tottenham Hotspur,Eric Dier,,,,,,6.97,6.97,Defesa,14.0,5.0,22.0,0.0,,,,,,,,,,
78,Celtic,Mikael Lustig,,,,,,6.97,6.97,Defesa,14.0,14.0,28.0,0.0,,,,,,,,,,
79,CSKA Moscow,Mário Fernandes,,,,,,6.87,6.87,Defesa,14.0,7.0,22.0,0.0,,,,,,,,,,
80,Shakhtar Donetsk,Ivan Ordets,,,,,,6.84,6.84,Defesa,14.0,14.0,43.0,0.0,,,,,,,,,,
81,Liverpool,Georginio Wijnaldum,,,,,,6.83,6.83,Defesa,14.0,10.0,11.0,0.0,,,,,,,,,,
82,Shakhtar Donetsk,Ismaily,,,,,,6.75,6.75,Defesa,14.0,15.0,15.0,0.0,,,,,,,,,,
83,Napoli,Elseid Hysaj,,,,,,6.68,6.68,Defesa,14.0,14.0,13.0,0.0,,,,,,,,,,
84,Sevilla,Guido Pizarro,,,,,,6.61,6.61,Defesa,14.0,2.0,6.0,0.0,,,,,,,,,,
85,AS Monaco,Jorge,,,,,,6.3,6.3,Defesa,14.0,9.0,9.0,0.0,,,,,,,,,,
86,Sevilla,Éver Banega,,,,,,7.8,7.8,Defesa,13.0,6.0,2.0,0.0,,,,,,,,,,
87,Manchester City,Kevin De Bruyne,,,,,,7.53,7.53,Defesa,13.0,12.0,1.0,0.0,,,,,,,,,,
88,Manchester United,Daley Blind,,,,,,7.5,7.5,Defesa,13.0,13.0,20.0,0.0,,,,,,,,,,
89,FC Porto,Danilo Pereira,,,,,,7.22,7.22,Defesa,13.0,10.0,7.0,0.0,,,,,,,,,,
90,Borussia Dortmund,Sokratis,,,,,,7.18,7.18,Defesa,13.0,8.0,24.0,0.0,,,,,,,,,,
91,Manchester United,Ander Herrera,,,,,,7.17,7.17,Defesa,13.0,12.0,7.0,0.0,,,,,,,,,,
92,Sevilla,Joaquín Correa,,,,,,7.15,7.15,Defesa,13.0,7.0,1.0,0.0,,,,,,,,,,
93,Barcelona,Ivan Rakitić,,,,,,7.15,7.15,Defesa,13.0,16.0,2.0,0.0,,,,,,,,,,
94,Liverpool,Emre Can,,,,,,7.04,7.04,Defesa,13.0,7.0,3.0,0.0,,,,,,,,,,
95,Chelsea,César Azpilicueta,,,,,,7.01,7.01,Defesa,13.0,17.0,13.0,0.0,,,,,,,,,,
96,Basel,Taulant Xhaka,,,,,,6.98,6.98,Defesa,13.0,4.0,12.0,0.0,,,,,,,,,,
97,Manchester City,Aymeric Laporte,,,,,,6.97,6.97,Defesa,13.0,2.0,15.0,0.0,,,,,,,,,,
98,Juventus,Andrea Barzagli,,,,,,6.94,6.94,Defesa,13.0,13.0,19.0,0.0,,,,,,,,,,
99,Borussia Dortmund,Julian Weigl,,,,,,6.92,6.92,Defesa,13.0,6.0,6.0,0.0,,,,,,,,,,
100,FC Porto,Yacine Brahimi,,,,,,6.9,6.9,Defesa,13.0,5.0,1.0,0.0,,,,,,,,,,
101,FC Spartak Moscow,Mario Pašalić,,,,,,6.85,6.85,Defesa,13.0,7.0,2.0,0.0,,,,,,,,,,
102,Feyenoord,Jean-Paul Boëtius,,,,,,6.8,6.8,Defesa,13.0,5.0,1.0,0.0,,,,,,,,,,
103,Qarabağ,Michel,,,,,,6.75,6.75,Defesa,13.0,9.0,11.0,0.0,,,,,,,,,,
104,Beşiktaş,Gökhan Gönül,,,,,,6.75,6.75,Defesa,13.0,14.0,6.0,0.0,,,,,,,,,,
105,Chelsea,Marcos Alonso,,,,,,6.74,6.74,Defesa,13.0,12.0,9.0,0.0,,,,,,,,,,
106,Celtic,Scott Brown,,,,,,6.73,6.73,Defesa,13.0,12.0,9.0,0.0,,,,,,,,,,
107,NK Maribor,Blaž Vrhovec,,,,,,6.66,6.66,Defesa,13.0,5.0,13.0,0.0,,,,,,,,,,
108,Qarabağ,Mahir Emreli,,,,,,6.64,6.64,Defesa,13.0,2.0,3.0,0.0,,,,,,,,,,
109,Shakhtar Donetsk,Bogdan Butko,,,,,,6.59,6.59,Defesa,13.0,10.0,35.0,0.0,,,,,,,,,,
110,CSKA Moscow,Aleksandr Golovin,,,,,,6.53,6.53,Defesa,13.0,10.0,2.0,0.0,,,,,,,,,,
111,FC Bayern München,Joshua Kimmich,,,,,,7.59,7.59,Defesa,12.0,11.0,10.0,0.0,,,,,,,,,,
112,RB Leipzig,Stefan Ilsanker,,,,,,7.2,7.2,Defesa,12.0,6.0,16.0,0.0,,,,,,,,,,
113,Barcelona,Samuel Umtiti,,,,,,7.19,7.19,Defesa,12.0,20.0,20.0,0.0,,,,,,,,,,
114,Real Madrid,Raphaël Varane,,,,,,7.15,7.15,Defesa,12.0,14.0,66.0,0.0,,,,,,,,,,
115,Basel,Michael Lang,,,,,,7.1,7.1,Defesa,12.0,14.0,13.0,0.0,,,,,,,,,,
116,FC Porto,Alex Telles,,,,,,7.07,7.07,Defesa,12.0,19.0,14.0,0.0,,,,,,,,,,
117,Sporting,Sebastián Coates,,,,,,7.06,7.06,Defesa,12.0,14.0,19.0,0.0,,,,,,,,,,
118,Barcelona,Gerard Piqué,,,,,,7.02,7.02,Defesa,12.0,6.0,37.0,0.0,,,,,,,,,,
119,Manchester City,Danilo,,,,,,7.02,7.02,Defesa,12.0,7.0,13.0,0.0,,,,,,,,,,
120,Barcelona,Jordi Alba,,,,,,6.99,6.99,Defesa,12.0,10.0,13.0,0.0,,,,,,,,,,
121,Basel,Dimitri Oberlin,,,,,,6.98,6.98,Defesa,12.0,4.0,6.0,0.0,,,,,,,,,,
122,Sevilla,Simon Kjær,,,,,,6.97,6.97,Defesa,12.0,12.0,32.0,0.0,,,,,,,,,,
123,Paris Saint-Germain,Adrien Rabiot,,,,,,6.9,6.9,Defesa,12.0,12.0,13.0,1.0,,,,,,,,,,
124,Chelsea,Tiemoué Bakayoko,,,,,,6.88,6.88,Defesa,12.0,7.0,2.0,0.0,,,,,,,,,,
125,APOEL Nicosia,Jesús Rueda,,,,,,6.82,6.82,Defesa,12.0,10.0,39.0,2.0,,,,,,,,,,
126,Olympiacos FC,Leonardo Koutris,,,,,,6.8,6.8,Defesa,12.0,8.0,18.0,1.0,,,,,,,,,,
127,Roma,Alessandro Florenzi,,,,,,6.72,6.72,Defesa,12.0,17.0,10.0,0.0,,,,,,,,,,
128,Feyenoord,Sofyan Amrabat,,,,,,6.7,6.7,Defesa,12.0,9.0,3.0,1.0,,,,,,,,,,
129,Qarabağ,Richard Almeida,,,,,,6.62,6.62,Defesa,12.0,4.0,4.0,0.0,,,,,,,,,,
130,FC Porto,Jesús Corona,,,,,,6.55,6.55,Defesa,12.0,7.0,0.0,0.0,,,,,,,,,,
131,NK Maribor,Martin Milec,,,,,,6.52,6.52,Defesa,12.0,13.0,19.0,0.0,,,,,,,,,,
132,NK Maribor,Mitja Viler,,,,,,6.48,6.48,Defesa,12.0,4.0,31.0,1.0,,,,,,,,,,
133,Paris Saint-Germain,Neymar,,,,,,8.73,8.73,Defesa,11.0,1.0,0.0,0.0,,,,,,,,,,
134,Tottenham Hotspur,Dele Alli,,,,,,7.46,7.46,Defesa,11.0,1.0,1.0,0.0,,,,,,,,,,
135,Barcelona,Andrés Iniesta,,,,,,7.31,7.31,Defesa,11.0,8.0,3.0,0.0,,,,,,,,,,
136,FC Spartak Moscow,Ilya Kutepov,,,,,,7.27,7.27,Defesa,11.0,13.0,14.0,0.0,,,,,,,,,,
137,FC Porto,Felipe,,,,,,7.14,7.14,Defesa,11.0,22.0,38.0,0.0,,,,,,,,,,
138,Sevilla,Steven​ N'Zonzi,,,,,,7.0,7.0,Defesa,11.0,12.0,15.0,0.0,,,,,,,,,,
139,Celtic,Kieran Tierney,,,,,,6.93,6.93,Defesa,11.0,16.0,16.0,0.0,,,,,,,,,,
140,Sevilla,Pablo Sarabia,,,,,,6.9,6.9,Defesa,11.0,9.0,5.0,0.0,,,,,,,,,,
141,Liverpool,Andrew Robertson,,,,,,6.88,6.88,Defesa,11.0,5.0,25.0,0.0,,,,,,,,,,
142,Shakhtar Donetsk,Bernard,,,,,,6.88,6.88,Defesa,11.0,14.0,4.0,0.0,,,,,,,,,,
143,Sporting,William Carvalho,,,,,,6.86,6.86,Defesa,11.0,5.0,4.0,0.0,,,,,,,,,,
144,Juventus,Sami Khedira,,,,,,6.84,6.84,Defesa,11.0,4.0,10.0,0.0,,,,,,,,,,
145,Celtic,Nir Bitton,,,,,,6.83,6.83,Defesa,11.0,5.0,7.0,0.0,,,,,,,,,,
146,Barcelona,Paulinho,,,,,,6.73,6.73,Defesa,11.0,5.0,5.0,0.0,,,,,,,,,,
147,APOEL Nicosia,Nuno Morais,,,,,,6.68,6.68,Defesa,11.0,5.0,13.0,0.0,,,,,,,,,,
148,APOEL Nicosia,Roberto Lago,,,,,,6.38,6.38,Defesa,11.0,10.0,13.0,0.0,,,,,,,,,,
149,Feyenoord,Steven Berghuis,,,,,,7.35,7.35,Defesa,10.0,4.0,1.0,0.0,,,,,,,,,,
150,Juventus,Gonzalo Higuaín,,,,,,7.34,7.34,Defesa,10.0,4.0,7.0,0.0,,,,,,,,,,
151,Manchester City,Bernardo Silva,,,,,,7.21,7.21,Defesa,10.0,5.0,1.0,0.0,,,,,,,,,,
152,Atlético Madrid,Juanfran,,,,,,7.17,7.17,Defesa,10.0,5.0,3.0,0.0,,,,,,,,,,
153,Juventus,Miralem Pjanić,,,,,,7.16,7.16,Defesa,10.0,8.0,8.0,0.0,,,,,,,,,,
154,FC Bayern München,Thomas Müller,,,,,,7.16,7.16,Defesa,10.0,4.0,4.0,0.0,,,,,,,,,,
155,Manchester United,Henrikh Mkhitaryan,,,,,,7.1,7.1,Defesa,10.0,3.0,1.0,0.0,,,,,,,,,,
